,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
20_17232205626491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,A,C,B,B,C,A,C,B,A,C,C,D,B,B,B,D,B,B,D,A,D,A,A,B,B,C,D,A,E,C,A
20_17232205376491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,A,A,D,B,D,C,D,D,C,A,D,A,A,B,B,D,B,B,B,B,C,A,D,D,C,C
20_17232205296491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,E,D,B,B,C,C,C,D,D,D,C,D,D,D,C,D,C,A,B,B,B,B,B,B,A,A,A,B,B,E,C
20_1723181488501.png,E,B,D,B,B,D,C,D,C,C,D,A,D,C,C,B,A,D,C,D,D,A,A,B,A,D,B,B,B,C,A,C,A,A,C,A,D,B,C,C,B,C,C,A,B,A,D,D,B,B,C,C
20_17232205116491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,B,B,A,B,B,C,D,D,A,A,D,C,D,A,C,B,D,A,A,D,A,B,B,C,B,C,A,C,B,C,D,C
20_1723181483501.png,E,B,D,B,B,D,C,D,C,C,D,A,D,C,C,B,A,D,A,D,D,A,A,B,A,E,B,B,B,C,A,C,A,A,D,A,D,B,C,C,B,B,B,C,B,A,D,D,B,D,C,C
20_1723182499501.png,B,C,B,C,E,D,C,D,B,D,D,A,C,D,A,E,A,B,C,B,D,A,A,B,A,E,B,B,B,A,A,C,A,A,D,D,D,B,D,D,B,C,E,C,B,A,D,D,B,C,C,D
20_17232205686491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,D,A,B,D,D,C,A,C,B,D,C,D,D,B,B,D,A,A,B,C,E,B,B,B,D,C,C,D,A,B,B
20_17232205536491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,D,D,B,A,C,A,D,A,B,D,C,B,D,C,B,D,A,A,B,A,A,A,B,C,A,A,C,B,C,B,A
20_17232206066491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,B,D,E,B,B,C,C,A,B,A,D,C,D,C,C,A,D,A,A,B,A,A,B,B,B,B,C,C,B,C,A,D
20_17232205936491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,D,B,B,A,D,A,C,B,D,C,B,D,D,B,D,A,A,B,C,D,B,C,C,C,C,A,D,D,D,D
20_1723181499501.png,E,B,E,B,D,D,C,D,A,C,D,A,D,C,C,B,A,D,A,D,D,B,A,D,B,E,B,#,C,B,C,C,A,A,B,A,D,B,C,D,C,A,C,C,B,A,A,A,B,A,B,C
20_17232204996491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,A,B,E,A,D,C,D,A,D,B,D,A,A,B,B,D,C,B,B,D,C,A,D,B,D,B
20_17232205576491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,B,B,B,A,B,D,D,D,A,B,D,C,B,A,C,C,B,A,A,B,A,E,B,B,C,C,C,A,B,D,A,B
20_17232205736491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,B,B,B,A,C,A,B,A,A,E,D,C,D,C,B,D,D,B,B,C,E,B,B,C,B,A,D,B,C,D,D
20_17232205346491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,B,D,B,B,D,A,A,C,D,D,D,B,C,D,B,D,A,A,C,A,C,B,B,B,B,C,A,D,C,D,B
20_17232205926491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,C,D,B,B,C,B,A,B,C,D,C,D,C,B,B,D,A,A,B,C,A,B,A,B,C,C,C,C,A,B,A
20_17232204846491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,B,C,D,B,B,C,A,A,E,C,D,C,A,D,C,B,D,A,A,B,A,D,C,B,B,C,C,A,D,D,E,C
20_17232204876491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,D,B,A,C,A,D,C,B,D,C,B,D,D,B,D,A,A,C,A,C,A,B,B,C,C,C,C,A,C,B
20_17232205586491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,A,A,D,A,D,C,A,D,D,B,D,A,A,B,D,B,B,B,B,D,C,C,B,A,C,B
20_17232206056491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,B,C,A,B,B,C,A,D,E,B,C,C,B,D,B,B,C,A,A,B,D,B,B,B,B,C,C,C,E,A,D,A
20_1723181489501.png,E,B,E,B,B,D,D,A,D,C,D,A,D,C,C,B,A,D,A,D,D,A,A,B,*,D,B,B,B,C,A,C,A,A,D,A,D,B,C,C,B,C,D,C,B,A,D,D,B,D,C,C
20_17232205546491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,C,D,D,A,D,C,D,C,D,B,D,A,A,C,C,D,A,B,B,C,C,B,B,D,D,B
20_1723181490501.png,E,B,D,B,E,D,C,D,C,C,D,A,D,C,C,B,A,E,C,E,D,A,A,B,B,E,B,B,B,C,A,C,A,A,D,A,D,B,C,C,*,C,C,C,B,A,D,D,B,D,C,C
20_17232205086491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,A,A,B,B,C,C,C,B,E,D,C,B,C,B,B,E,A,A,B,A,E,B,D,C,D,A,B,B,C,D,B
20_1723181478501.png,E,B,D,B,B,D,C,D,C,C,D,A,D,E,C,B,A,E,A,D,D,B,A,B,D,E,B,B,B,C,A,C,A,A,D,A,D,B,C,C,B,B,E,A,B,A,D,D,B,C,C,C
20_17232205806491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
20_17232206016491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,B,A,B,B,B,C,A,B,B,D,C,B,D,C,B,D,A,A,B,A,E,A,B,B,C,C,B,A,A,A,B
20_1723181494501.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
20_17232205986491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,B,C,C,A,D,C,D,A,D,B,D,A,A,B,A,E,B,B,B,D,C,A,A,B,E,B
20_17232205716491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,D,B,B,C,C,A,C,A,D,C,D,A,C,B,D,A,A,C,A,E,B,B,B,D,C,B,D,B,B,A
20_17232205876491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,A,A,B,A,B,A,A,C,A,D,C,D,B,B,B,D,D,A,B,B,A,B,A,D,D,C,B,D,B,C,B
20_17232205006491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,A,A,D,B,C,B,C,D,B,D,C,B,B,C,A,A,B,A,C,B,C,B,B,C,B,C,C,B,C,D,E
20_17232205526491.png,D,D,A,B,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,C,D,C,B,D,C,B,D,B,B,D,A,A,B,C,E,D,D,B,D,A,A,A,A,E,C
20_17232205026491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,B,C,D,B,B,C,B,A,C,E,D,C,C,D,C,B,E,A,A,B,D,D,A,B,E,D,C,B,A,C,B,A
20_1723182498501.png,B,C,B,C,E,D,C,D,C,D,D,A,C,B,A,E,A,D,C,D,D,A,A,B,A,E,A,B,A,C,A,C,A,A,B,C,D,B,C,C,B,C,A,C,B,A,D,D,B,C,C,D
20_17232205726491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,A,D,B,B,C,A,D,A,B,D,C,D,C,B,B,D,A,A,B,B,D,A,B,B,A,C,D,B,A,D,E
20_1723181477501.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
20_17232205216491.png,#,#,#,#,#,#,#,#,#,#,D,#,#,#,#,#,#,#,#,#,D,B,C,B,B,D,A,C,A,D,C,C,B,C,D,A,D,A,A,C,A,D,C,D,C,C,C,D,B,E,C,D
20_1723181495501.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
20_1723182485501.png,B,C,B,E,E,D,C,D,B,D,E,A,C,E,A,E,A,D,C,D,D,A,A,B,D,B,C,B,B,C,A,C,A,A,D,C,D,E,C,C,B,C,A,C,B,C,D,B,A,C,B,A
20_17232205446491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,B,C,D,A,D,C,D,D,C,B,E,A,A,B,B,E,B,C,B,D,C,A,B,B,D,C
20_17232205786491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,B,C,B,B,B,C,E,E,B,D,C,D,D,C,B,D,B,C,C,A,D,D,D,C,A,C,B,D,C,A,B
20_1723181496501.png,E,B,D,B,B,D,C,D,A,C,D,A,D,D,C,B,A,D,A,D,D,A,A,B,A,D,B,B,B,B,A,C,A,A,D,A,D,B,D,D,B,D,D,D,B,A,D,D,B,B,C,C
20_17232205776491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,B,A,B,B,C,A,A,C,A,D,C,D,C,D,B,D,A,A,C,D,B,B,B,E,D,C,C,B,A,C,B
20_1723182497501.png,B,C,B,*,E,D,C,D,B,D,D,A,C,D,A,E,A,B,C,D,D,A,A,B,A,E,B,B,B,C,A,C,A,A,D,D,D,B,C,C,B,C,E,C,B,A,D,D,B,C,C,D
20_17232206046491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,D,B,B,C,D,D,C,A,D,C,D,C,D,B,D,A,A,B,B,C,B,B,A,D,C,A,E,A,D,B
20_1723181498501.png,E,B,D,B,B,D,C,D,C,C,D,A,D,C,C,B,A,D,A,D,D,B,A,B,A,E,*,B,B,B,A,C,A,A,D,C,D,B,C,C,B,C,D,C,B,A,D,D,B,D,C,C
20_17232204956491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,A,C,B,B,C,B,D,B,A,D,B,B,A,C,B,D,A,B,B,A,C,A,A,B,A,A,A,D,D,B,C
20_17232204866491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,A,D,B,B,B,D,A,C,B,D,C,D,A,C,A,D,A,A,B,A,B,A,B,B,A,C,A,B,E,B,B
20_17232204926491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,D,A,B,B,B,A,C,E,B,D,C,D,D,C,B,D,A,A,B,B,E,B,B,D,C,C,B,A,*,B,A
20_17232205896491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,B,B,A,B,B,C,D,D,C,B,D,C,A,A,C,B,D,A,A,C,B,E,B,D,C,#,A,C,D,A,B,E
20_1723181486501.png,E,B,D,B,B,D,C,D,C,C,D,A,D,E,C,B,A,D,A,D,D,B,A,C,A,E,B,B,B,C,A,C,A,A,C,C,D,B,C,C,B,C,A,C,B,A,D,D,A,B,C,D
20_1723182496501.png,B,B,B,C,E,D,C,D,B,D,D,A,D,A,A,E,A,D,C,D,D,A,A,B,B,C,B,C,B,C,A,C,A,B,C,C,D,B,C,C,A,D,B,C,B,D,A,B,B,B,C,D
20_17232204816491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,B,B,B,B,C,C,C,A,A,D,C,A,B,D,A,A,A,A,C,D,D,B,B,B,C,C,A,B,C,A,B
20_17232205286491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,B,C,D,B,B,C,D,D,D,B,D,C,D,D,D,A,D,D,A,D,C,D,B,B,C,B,C,B,B,C,D,C
20_1723181484501.png,E,B,D,B,D,D,B,D,A,C,D,A,D,C,C,B,A,D,A,D,D,A,A,B,A,B,B,B,B,B,A,C,A,A,D,A,D,B,C,C,B,B,A,C,A,A,D,A,B,C,D,C
20_17232205056491.png,D,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,A,A,A,C,C,C,A,D,B,A,D,A,A,B,C,C,B,C,B,C,A,A,D,A,C,B
20_1723217931501.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
20_17232204836491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,E,A,B,B,B,C,A,E,B,D,C,B,D,D,B,D,D,B,C,D,C,B,B,D,B,A,A,E,B,B,A
20_17232204856491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,A,D,B,B,A,C,C,A,B,D,C,B,C,B,B,D,B,B,B,A,D,B,C,B,A,C,A,A,C,D,B
20_1723181481501.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
20_17232205756491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,A,D,B,B,D,B,C,D,A,D,C,B,D,C,B,A,D,A,D,B,C,C,B,B,B,A,C,D,C,D,B
20_17232205596491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,C,D,B,B,C,A,D,B,C,D,C,B,D,C,B,D,A,A,B,C,C,A,B,B,C,C,D,B,B,D,B
20_17232204916491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,B,*,B,D,C,D,D,B,D,C,A,D,B,B,E,A,A,B,D,E,B,B,B,D,C,B,C,C,A,B
20_17232205196491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,B,A,B,B,C,C,B,C,A,D,C,B,B,B,B,C,D,A,C,D,A,B,B,C,A,A,A,D,E,B,C
20_17232205156491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,D,D,B,B,C,A,D,C,A,D,C,C,D,B,B,D,A,A,B,A,E,B,B,B,D,C,A,A,C,C,B
20_17232205866491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,A,B,B,C,A,A,A,B,D,C,A,A,C,B,D,A,A,B,B,D,B,B,B,A,C,A,D,B,D,C
20_17232205266491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,B,*,B,B,B,A,A,D,D,C,C,D,C,D,B,D,A,A,B,D,C,A,B,D,C,C,D,B,C,E,C
20_17232205496491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,*,D,B,B,B,C,D,C,A,B,D,C,D,A,C,B,D,A,A,B,C,A,B,B,D,A,C,B,D,B,A,B
20_17232205166491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
20_1723182494501.png,B,C,B,C,E,D,C,D,B,D,D,A,C,A,A,E,A,D,C,D,D,A,A,B,D,E,C,C,B,C,A,C,A,A,D,B,D,A,C,C,D,A,E,C,B,A,D,D,B,C,C,D
20_17232205126491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
20_17232205436491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,D,A,B,B,C,B,A,B,B,D,C,D,C,D,B,D,A,A,B,C,E,B,D,C,D,A,C,B,A,C,B
20_17232205966491.png,D,D,D,B,B,C,D,#,#,#,#,#,#,#,#,#,#,#,#,#,C,D,D,B,B,D,D,C,C,C,D,C,C,A,C,A,D,A,A,B,A,E,C,B,A,B,A,C,A,C,C,C
20_17232205416491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,D,C,B,B,C,C,A,B,A,D,C,D,D,B,B,D,A,A,B,D,D,B,B,B,C,A,B,A,C,D,D
20_1723182500501.png,B,C,E,C,E,D,C,D,B,B,D,D,D,A,A,E,A,D,C,B,D,A,A,B,C,E,B,C,B,D,A,C,A,B,D,A,E,D,C,C,B,C,C,C,B,A,D,C,B,C,C,B
20_17232205796491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,B,A,B,C,D,A,A,E,B,D,C,C,D,D,B,D,A,A,C,B,D,B,B,B,C,C,D,B,A,E,B
20_17232205246491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,B,B,B,B,C,C,B,A,A,D,C,A,B,D,A,A,A,B,C,D,D,B,B,C,C,C,A,B,A,A,E
20_17232205656491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,A,D,A,B,B,C,A,A,E,A,D,D,D,D,B,B,B,A,A,B,C,B,B,B,B,B,C,D,E,A,E,C
20_17232205276491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,D,D,E,B,B,C,C,A,D,B,D,C,A,C,D,B,D,A,A,B,B,D,B,B,B,D,C,B,D,E,A,E
20_17232205466491.png,C,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,B,A,B,B,B,C,D,E,B,D,C,B,D,B,B,E,A,A,B,B,E,A,D,D,C,A,C,B,C,C,B
20_1723181480501.png,E,B,D,B,B,D,D,D,D,D,#,A,E,E,D,B,A,E,A,D,D,A,A,B,D,E,B,B,B,C,A,C,A,A,D,A,D,B,C,C,B,B,B,A,B,A,D,D,A,C,C,C
20_17232204976491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,D,A,B,B,C,A,A,D,B,D,C,C,D,B,B,D,A,A,B,A,A,B,B,B,B,C,B,D,B,C,A
20_17232204806491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,A,A,A,B,B,C,C,B,A,D,C,D,A,B,A,D,B,B,B,A,B,B,C,C,C,B,D,B,B,D,E
20_17232204896491.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,C,D,A,B,A,C,C,A,B,A,D,C,D,D,C,B,E,A,A,B,D,D,B,B,B,D,A,B,A,A,C,B
